id,target_type,target_name,check_type,sql_or_command,expected_result,severity
1117,table_or_view,public.invoices,table_exists,SELECT to_regclass('public.invoices') IS NOT NULL AS exists;,invoices should exist in public schema,P0
1118,table_or_view,public.invoices,column_contract,CHECK OPENAPI definition for invoices has expected required columns and types.,column_contract should pass for invoices,P0
1119,table_or_view,public.invoices,primary_key_presence,Heuristic/targeted check on invoices: primary_key_presence,primary_key_presence should pass for invoices,P0
1120,table_or_view,public.invoices,foreign_key_integrity,Run orphan check queries for each FK on invoices.,foreign_key_integrity should pass for invoices,P0
1121,table_or_view,public.invoices,orphan_row_check,SELECT * FROM public.invoices LIMIT 1; then run LEFT JOIN orphan probes.,orphan_row_check should pass for invoices,P1
1122,table_or_view,public.invoices,index_presence_fk,Verify indexes for FK columns on invoices from migration metadata.,index_presence_fk should pass for invoices,P1
1123,table_or_view,public.invoices,index_usage_baseline,Heuristic/targeted check on invoices: index_usage_baseline,index_usage_baseline should pass for invoices,P2
1124,table_or_view,public.invoices,unique_constraint_check,Heuristic/targeted check on invoices: unique_constraint_check,unique_constraint_check should pass for invoices,P1
1125,table_or_view,public.invoices,not_null_required_fields,Heuristic/targeted check on invoices: not_null_required_fields,not_null_required_fields should pass for invoices,P1
1126,table_or_view,public.invoices,default_values_sanity,Heuristic/targeted check on invoices: default_values_sanity,default_values_sanity should pass for invoices,P2
1127,table_or_view,public.invoices,rls_enabled,Verify invoices has RLS enabled in policy inventory/migrations.,invoices should have RLS explicitly configured as intended,P0
1128,table_or_view,public.invoices,rls_select_owner_scope,Heuristic/targeted check on invoices: rls_select_owner_scope,rls_select_owner_scope should pass for invoices,P0
1129,table_or_view,public.invoices,rls_insert_owner_scope,Heuristic/targeted check on invoices: rls_insert_owner_scope,rls_insert_owner_scope should pass for invoices,P0
1130,table_or_view,public.invoices,rls_update_owner_scope,Heuristic/targeted check on invoices: rls_update_owner_scope,rls_update_owner_scope should pass for invoices,P0
1131,table_or_view,public.invoices,rls_delete_owner_scope,Heuristic/targeted check on invoices: rls_delete_owner_scope,rls_delete_owner_scope should pass for invoices,P1
1132,table_or_view,public.invoices,rls_admin_bypass_expected,Heuristic/targeted check on invoices: rls_admin_bypass_expected,rls_admin_bypass_expected should pass for invoices,P1
1133,table_or_view,public.invoices,rls_recursion_risk_scan,Heuristic/targeted check on invoices: rls_recursion_risk_scan,rls_recursion_risk_scan should pass for invoices,P0
1134,table_or_view,public.invoices,api_select_endpoint_ok,GET /rest/v1/invoices?select=*&limit=1 with role JWT.,api_select_endpoint_ok should pass for invoices,P1
1135,table_or_view,public.invoices,api_insert_endpoint_ok,POST /rest/v1/invoices (sandbox payload) and expect policy-appropriate result.,api_insert_endpoint_ok should pass for invoices,P1
1136,table_or_view,public.invoices,api_update_endpoint_ok,Heuristic/targeted check on invoices: api_update_endpoint_ok,api_update_endpoint_ok should pass for invoices,P1
1137,table_or_view,public.invoices,api_delete_endpoint_guarded,Heuristic/targeted check on invoices: api_delete_endpoint_guarded,api_delete_endpoint_guarded should pass for invoices,P1
1138,table_or_view,public.invoices,api_payload_shape_validation,Heuristic/targeted check on invoices: api_payload_shape_validation,api_payload_shape_validation should pass for invoices,P1
1139,table_or_view,public.invoices,ui_widget_source_mapping,Heuristic/targeted check on invoices: ui_widget_source_mapping,ui_widget_source_mapping should pass for invoices,P1
1140,table_or_view,public.invoices,ui_widget_empty_state_sanity,Heuristic/targeted check on invoices: ui_widget_empty_state_sanity,ui_widget_empty_state_sanity should pass for invoices,P2
1141,table_or_view,public.invoices,dashboard_role_visibility,Heuristic/targeted check on invoices: dashboard_role_visibility,dashboard_role_visibility should pass for invoices,P0
1142,table_or_view,public.invoices,dashboard_cross_role_data_leak,Heuristic/targeted check on invoices: dashboard_cross_role_data_leak,dashboard_cross_role_data_leak should pass for invoices,P0
1143,table_or_view,public.invoices,pagination_support,Heuristic/targeted check on invoices: pagination_support,pagination_support should pass for invoices,P2
1144,table_or_view,public.invoices,sorting_support,Heuristic/targeted check on invoices: sorting_support,sorting_support should pass for invoices,P2
1145,table_or_view,public.invoices,filtering_support,Heuristic/targeted check on invoices: filtering_support,filtering_support should pass for invoices,P2
1146,table_or_view,public.invoices,count_query_support,Heuristic/targeted check on invoices: count_query_support,count_query_support should pass for invoices,P2
1147,table_or_view,public.invoices,data_freshness_timestamp,Heuristic/targeted check on invoices: data_freshness_timestamp,data_freshness_timestamp should pass for invoices,P2
1148,table_or_view,public.invoices,created_at_presence,Heuristic/targeted check on invoices: created_at_presence,created_at_presence should pass for invoices,P1
1149,table_or_view,public.invoices,updated_at_presence,Heuristic/targeted check on invoices: updated_at_presence,updated_at_presence should pass for invoices,P1
1150,table_or_view,public.invoices,timezone_consistency,Heuristic/targeted check on invoices: timezone_consistency,timezone_consistency should pass for invoices,P2
1151,table_or_view,public.invoices,currency_precision_numeric,Heuristic/targeted check on invoices: currency_precision_numeric,currency_precision_numeric should pass for invoices,P1
1152,table_or_view,public.invoices,negative_amount_guard,Heuristic/targeted check on invoices: negative_amount_guard,negative_amount_guard should pass for invoices,P1
1153,table_or_view,public.invoices,status_enum_validity,Heuristic/targeted check on invoices: status_enum_validity,status_enum_validity should pass for invoices,P1
1154,table_or_view,public.invoices,null_rate_critical_fields,Heuristic/targeted check on invoices: null_rate_critical_fields,null_rate_critical_fields should pass for invoices,P2
1155,table_or_view,public.invoices,duplicate_business_key_scan,Heuristic/targeted check on invoices: duplicate_business_key_scan,duplicate_business_key_scan should pass for invoices,P1
1156,table_or_view,public.invoices,sensitive_data_exposure_scan,Heuristic/targeted check on invoices: sensitive_data_exposure_scan,sensitive_data_exposure_scan should pass for invoices,P0
1157,table_or_view,public.invoices,audit_log_coverage,Heuristic/targeted check on invoices: audit_log_coverage,audit_log_coverage should pass for invoices,P1
1158,table_or_view,public.invoices,trigger_presence_expected,Heuristic/targeted check on invoices: trigger_presence_expected,trigger_presence_expected should pass for invoices,P1
1159,table_or_view,public.invoices,trigger_side_effect_sanity,Heuristic/targeted check on invoices: trigger_side_effect_sanity,trigger_side_effect_sanity should pass for invoices,P1
1160,table_or_view,public.invoices,function_dependency_validity,Heuristic/targeted check on invoices: function_dependency_validity,function_dependency_validity should pass for invoices,P1
1161,table_or_view,public.invoices,migration_history_alignment,Heuristic/targeted check on invoices: migration_history_alignment,migration_history_alignment should pass for invoices,P1
1162,table_or_view,public.invoices,backup_readiness_signal,Heuristic/targeted check on invoices: backup_readiness_signal,backup_readiness_signal should pass for invoices,P2
1163,table_or_view,public.invoices,restore_simulation_plan,Heuristic/targeted check on invoices: restore_simulation_plan,restore_simulation_plan should pass for invoices,P2
